candidate_id,candidate_election_year,candidate_name,party_full,incumbent_challenge_full,office,total_receipts,total_disbursements,cash_on_hand_end_period,committee_ids,coverage_end_date,candidate_pcc_id,candidate_pcc_name
P40020307,2024,"SALIB, DAMIAN PATRICK",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00881946},,C00881946,DAMIAN PATRICK SALIB
P40020315,2024,"WELLES, JAMES",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00882118},,C00882118,COMMITTEE TO ELECT JAMES WELLES FOR PRESIDENT
P40020331,2024,"COSME, SEBASTIAN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00882159},,C00882159,SEBASTIAN COSME
P40020349,2024,"RAMOS, ALFONSO ALBERTO",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00882167},,C00882167,ALFONSO A RAMOS
P40020364,2024,"SCHROEPFER, MARK PATRICK",DEMOCRATIC-FARMER-LABOR,Challenger,P,0.0,0.0,0.0,{C00882217},,C00882217,MARK SCHROEPFER FOR PRESIDENT
P40020430,2024,"BOWMAN, JAY",NONE,Challenger,P,12702.00,12167.00,25.00,{C00883157},2024-12-31 00:00:00,C00883157,BOWMAN & BOWMAN 2024
P40020448,2024,"COLOMBE, MICHAEL CHRISTOPHER MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00882563},,C00882563,MICHAEL COLOMBE FOR PRESIDENT
P40020455,2024,"HAHN, KRISTIN BEERY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00882589,C00883355,C00883371}",,C00883371,KRISTIN BEERY HAHN
P40020471,2024,"WHITLOCK, EVAN C.",NONE,Challenger,P,0.0,0.0,0.0,{C00882738},,C00882738,LOGIV AND REASON
P40020489,2024,"BAGLEY, KEITH MR.",GREEN PARTY,Challenger,P,0.0,0.0,0.0,{C00886432},,,
P40020505,2024,"FIORI, RACHEL",WRITE-IN,Challenger,P,11067.50,9302.50,1765.00,{C00887034},2024-11-25 00:00:00,C00887034,RACHEL FIORI PRESIDENTIAL CANDIDATE
P40020513,2024,"DUDLEY, JOSHUA SHAWN",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00882928},,C00882928,DUDLEY FOR PRESIDENT 2024
P40020539,2024,"FOREMAN, JAMES",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00883009},,C00883009,JAMES FOREMAN COMMITTEE
P40020596,2024,"VAN GEONS, JONATHAN",UNITED CITIZEN,Challenger,P,0.0,0.0,0.0,{C00883348},,C00883348,JONATHAN VAN GEONS
P40020604,2024,"SLOCUM, MICHELLE KAY MS.",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00883496},,C00883496,INDEPENDENCE (NOT AFFILLIATED WITH ANY MAJOR PARTY)
P40020612,2024,"MASJEDI, NAYRIKA DEBORA",NONE,Challenger,P,0.0,0.0,0.0,{C00883264},,C00883264,NAYRIKA FOR PRESIDENT
P40020653,2024,"LORGE, BILL ELVIS",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00884247},,C00884247,ELVIS FOR PRESIDENT
P40020711,2024,"TOULME, ALIX CHRISTOPHER MR. JR.",OTHER,Challenger,P,0.0,0.0,0.0,{C00823880},,C00823880,ALIX CHRISTOPHER TOULME JR. FOR PRESIDENT 2024
P40020729,2024,"TOULME, ALIX CHRISTOPHER MR. JR.",VETERANS PARTY,Challenger,P,0.0,0.0,0.0,{C00823880},,C00823880,ALIX CHRISTOPHER TOULME JR. FOR PRESIDENT 2024
P40020778,2024,"HUBBARD, STEVEN ERICH",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00883884},,C00883884,COMMITTEE TO ELECT STEVEN ERICH HUBBARD FOR PRESIDENT
P40020794,2024,"SLOVAK, JEREMY",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00883843},,C00883843,JEREMY SLOVAK 4 AMERICA
P40020810,2024,"HEALY, SYLVIA",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00883926},,C00883926,HEALY HEALER
P40020844,2024,"WALLECK, ERIC",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00884031},,C00884031,WALLECK 2024
P40020851,2024,"LAMBRIGHT, WAYNE ARTHUR III",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00884999},,C00884999,WAYNE LAMBRIGHT FOR PRESIDENT
P40020869,2024,"LANE, JEANNICA MICHELLE MS",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00884098},,C00884098,JEANNICA LANE
P40020901,2024,"BUFORD, JOHNNY DUANE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,"{C00884320,C00884338}",,C00884320,JOHNNY DUANE BUFORD (JB BUFORD)
P40020950,2024,"LOZADA, FRANK J",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00832543},,C00832543,FRANKIE LOZADA FOR PRESIDENT
P40020976,2024,"WILLIAMS, ROSE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00886044},,C00886044,ROSE WILLIAMS
P40020984,2024,"SHAW, ROSHUNDA DEANN",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00884569},,C00884569,R. DEANN FOR PRESIDENT 2024
P40020992,2024,"SHAW, ROSHUNDA DEANN",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00884569},,C00884569,R. DEANN FOR PRESIDENT 2024
P40021008,2024,"SHAW, ROSHUNDA DEANN",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00884569},,C00884569,R. DEANN FOR PRESIDENT 2024
P40021016,2024,"SCRUGGS, BO GRANT",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00884593},,C00884593,VOTE FOR BO
P40021032,2024,"WEDGE, JESSICA",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00884809},,C00884809,JESSICA WEDGE FOR PRESIDENT
P40021040,2024,"NEWMAN, SETHATINA MARIA MRS.",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00884833},,C00884833,SETHATINA NEWMAN FOR PRESIDENT 2024
P40021065,2024,"KRICHEVSKY MD MSPH, RITA ANNA-MARIA",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00885178},,C00885178,FOR AMERICA''S HEALTH 2024
P40021073,2024,"DAWSON, (DAWSON)",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00885277},,C00885277,DAWSON FOR PRESIDENT 2024
P40021099,2024,"DEJESUS, EFRAIN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00885368},,C00885368,DEJESUS REGIMEN
P40021107,2024,"RAND, RACHEL LYDIA",DEMOCRATIC PARTY,Challenger,P,53680.45,55404.90,75.55,{C00885376},2024-12-31 00:00:00,C00885376,MS RAND FOR PRESIDENT
P40021115,2024,"SUPREME, VERMIN LOVE",OTHER,Challenger,P,0.0,0.0,0.0,{C00885392},,C00885392,AMERICA PONIES UP FOR VERMIN SUPREME
P40021123,2024,"SCOTT JOHNSON, NALA BAOZUN REV. JR",OTHER,Challenger,P,0.0,0.0,0.0,{C00885434},,C00885434,LOVE CHURCH AND SYNAGOGUE IMMANUEL INTERNATIONAL RELIGION GOVERNMENT ACADEMY ENTITIES INC. FOR REV. JAMES L JOHNSON JR.
P40021149,2024,"CASWELL, CARL B MR",NONE,Challenger,P,0.0,0.0,0.0,{C00885558},,C00885558,FREEDOM
P40021156,2024,"TOMBERLIN, ERIC THOMAS",,Challenger,P,0.0,0.0,0.0,{C00885608},,C00885608,ERIC TOMBERLIN
P40021198,2024,"KIENITZ, BRIAN DR.",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00882423},,C00882423,BRIAN KIENITZ FOR PRESIDENT
P40021206,2024,"TURNER, RENEA MRS.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00886085},,C00886085,AMERICAN STRONG RENEA TURNER FOR PRESIDENT
P40021214,2024,"HERTZLER, JASON",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00886259},,C00886259,FRIENDS OF JASON HERTZLER
P40021222,2024,"EUZARRAGA, PIERRE ANDRE MR.",UNKNOWN,Challenger,P,2405750.00,2404850.00,1000.00,{C00849711},2024-12-31 00:00:00,C00849711,THE AMERICAN POLITICAL PARTY COMMITTEE (TAPPC) - PIERRE ANDRE EUZARRAGA
P40021255,2024,"SPREWELL DE BOURBON MEDICI, MARIA ANTO",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00887240},,C00887240,
P40021263,2024,"JESUS CHRIST, YESHUA",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00883686},,C00883686,
P40021289,2024,"STARKEY, JANNETTE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00889576},,C00889576,JANNETTE STARKEY FOR PRESIDENT
P40021297,2024,"BALDWIN, MARK EDWARD",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00886697},,C00886697,THE BALDWIN COMMITTEE FOR THE ERADICATION OF COMMUNISM
P40021313,2024,"IVY, JOSEPH EZEKINS",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00886887},,C00886887,COMMITTEE TO ELECT JOSEPH IVY PRESIDENT 2024
P40021321,2024,"SCARR, KIMBALL RUSTIN ROY MR",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00886945},,C00886945,KIMBALL FOR PRESIDENT
P40021339,2024,"ALI, ADEBISI",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00887265},,C00887265,COMMITTEE TO ELECT ADEBISI ALI AS PRESIDENT 2024
P40021370,2024,"LATTIMORE, KENESHA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00888412},,C00888412,THE REAL PUBLIC DEFENDER FOR KENESHA LATTIMORE FOR PRESIDENT
P40021388,2024,"JAY ELYON, JERMAINE WENDELL BRADLEY",OTHER,Challenger,P,0.0,0.0,0.0,{C00888396},,C00888396,THEE ELECT
P40021396,2024,"LATTIMORE, KENESHA",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00888412},,C00888412,THE REAL PUBLIC DEFENDER FOR KENESHA LATTIMORE FOR PRESIDENT
P40021404,2024,"AFZAL, KHURRAM",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00888024},,C00888024,AFZAL FOR VICE PRESIDENT
P40021412,2024,"GALINSKY, PHILLIP",NON-PARTY,Challenger,P,0.0,0.0,0.0,{C00886903},,C00886903,PHILLIP GALINSKY FOR AMERICA
P40021420,2024,"UCHE, MAUREEN ALLAH",AMERICAN PARTY,Challenger,P,0.00,0.00,0.00,{C00888511},2024-09-30 00:00:00,C00888511,MAUREEN UCHE 2024
P40021438,2024,"BINION, PAUL",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00888529},,C00888529,VOTE NONE OF THE ABOVE FOR PAUL BINION
P40021446,2024,"UCHE, MAUREEN ALLAH",AMERICAN PARTY,Challenger,P,0.00,0.00,0.00,"{C00888511,C00888636}",2024-12-31 00:00:00,C00888511,MAUREEN UCHE 2024
P40021453,2024,"MIXON, ANDREW",FEDERALIST,Challenger,P,0.0,0.0,0.0,{C00887935},,C00887935,ANDREW WOODRUFF MIXON
P40021495,2024,"OSIFESO, ADERINOLA",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00889055},,C00889055,TAM HIEN LUU (MOTHER)
P40021503,2024,"FRENCH, SONJA MICHELE",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00889048},,C00889048,COMMITTEE TO ELECT SONJA FRENCH PRESIDENT 2024
P40021529,2024,"DOXSEE, JEFFREY",NONE,Challenger,P,0.0,0.0,0.0,{C00889410},,C00889410,JEFFREY DOXSEE FOR PRESIDENT
P40021545,2024,"ASTELLO, JENNIFER",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00889592},,C00889592,JENNIFER ASTELLO FOR PRESIDENT
P40021552,2024,"VASAPOLLI, JOSEPH A",AMERICAN INDEPENDENT PARTY,Challenger,P,0.0,0.0,0.0,{C00889824},,C00889824,DEANA MORRIS
P40021578,2024,"FARR, DAVID LENNARD",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00890038},,C00890038,DAVID L. FARR FOR PRESIDENT
P40021602,2024,"GOOTKIN, ELVIS",INDEPENDENT,,P,0.0,0.0,0.0,{C00890673},,C00890673,BROKEN HEARTS & DAMAGED STARS FOR ELVIS GOOTKIN FOR PRESIDENT
P40021610,2024,"GILROY, KEVIN",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00890749},,C00890749,UTILITARIANISM FOR USA
P40021651,2024,"WENMOTH, ANDREW DOUGLAS REV. DR.",,Challenger,P,0.0,0.0,0.0,{C00891507},,C00891507,A STRONG CITY
P40021677,2024,"HARRELL, MARQUITA NICHOLE MS.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00891481},,C00891481,MARQUITA NICHOLE HARRELL
P40021693,2024,"HOBBS, ELIJAH DEE MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00891531},,C00891531,ELIJAH DEE HOBBS
P40021701,2024,"ELSE, LITERALLY ANYBODY",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00873372},,C00873372,COMMITTEE TO ELECT LITERALLY ANYBODY ELSE FOR PRESIDENT
P40021818,2024,"LESPERANCE, ALICIA MARIE",WRITE-IN,Challenger,P,5087.62,5087.62,0.00,{C00892232},2024-12-31 00:00:00,C00892232,ALICIA LESPERANCE THE HOPE FOR PRESIDENT
P40021826,2024,"HOUSTON, JAMES II",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00892299},,,
P60003175,2024,"KALEMKARIAN, TIMOTHY CHARLES",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00492892,C00541896,C00843581,C00893420}",,C00893420,TIM KALEMKARIAN P28 COMMITTEE
P60003415,2024,"SHEAR'REE, SHEAR'REE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00835223},,C00835223,SHEAR'REE PRESIDENTIAL CAMPAIGN
P60004322,2024,"OGLE, JAMES ORLANDO III",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00708008},,C00708008,"PURE PROPORTIONAL REPRESENTATION (PPR) ELECTORAL COLLEGE BY JAMES O. OGLE ""JOOGLE"""
P60005121,2024,"ALLEN-REESE, POGO MOCHELLO MR",REPUBLICAN PARTY,Challenger,P,0.00,0.00,0.00,{C00840371},2023-06-30 00:00:00,C00840371,PAR2024 OR PIERLUISI ALLEN REESE 2024
P60005170,2024,"SCHIESS, JOHN T",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00590083},,C00590083,JOHN SCHIESS FOR US PRESIDENT
P60005303,2024,"FOX, CHERUNDA LYNN",REPUBLICAN PARTY,Challenger,P,112043.74,112043.74,0.00,{C00563536},2024-12-31 00:00:00,C00563536,FOX FOR PRESIDENT 
P60005717,2024,"LEWIS, JULIAN BISHOP",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00823179},,C00823179,GOING FORWARD INTO THE FUTURE
P60005865,2024,"RAPHAEL, DAVID MD",OTHER,Challenger,P,0.0,0.0,0.0,{C00703744},,C00703744,COMMITTEE TO ELECT DAVID RAPHAEL MD PRESIDENT
P60005949,2024,"HAHN, TINA JAYNE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00573998},,C00573998,TINA HAHN FOR PRESIDENT
P60007176,2024,"FAAS, SOURAYA",INDEPENDENT,Challenger,P,0.00,0.00,0.00,"{C00577106,C00681932}",2024-12-31 00:00:00,C00681932,SOURAYA FAAS CAMPAIGN
P60007481,2024,"STETSON, JOSEPH ARTHUR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00823393},,C00823393,JOSEPH ARTHUR STETSON
P60007770,2024,"THOMPSON, MORRIS KENT MR.",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00703280},,C00703280,AMERICAN PEOPLES ACTION PARTY-MORRIS KENT THOMPSON FOR PRESIDENT
P60008521,2024,"CHRISTIE, CHRIS",REPUBLICAN PARTY,Challenger,P,7628084.62,7595353.05,32731.57,{C00842237},2024-12-31 00:00:00,C00842237,"CHRIS CHRISTIE FOR PRESIDENT, INC."
P60009297,2024,"FIRMANI, JAMES PARIS",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00778621},,C00778621,JAMES PARIS FIRMANI JR.
P60009388,2024,"STAUFFER, SCOTT WESLEY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00851345},,C00851345,
P60012697,2024,"CHUNG, ANDREW HEARTDOC",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00589002},,C00589002,HEARTDOC ANDREW STOPS THE OLIGARCHY - ACCEPT/USE NO MONEY FOR CAMPAIGNING
P60015278,2024,"HAKEEM, JAWAD HASHEM",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00676908},,C00676908,PRINCE HAKEEM FOR PRESIDENT 2024
P60015419,2024,"KOPITKE, KYLE KENLEY",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00708123},,C00708123,KYLE2024
P60018066,2024,"WEST, KEVIN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00636472},,C00636472,TECHNICIANS NOT POLITICIANS
P60018249,2024,"MALDONADO, JOSEPH A",,Challenger,P,16072.46,14683.75,1388.71,{C00833020},2024-05-02 00:00:00,C00833020,JOSEPH MALDONADO TO FREE AMERICA
P60018520,2024,"HARRIS, ARTHUR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00878272},,C00878272,ELECT ARTHUR HARRIS FOR PRESIDENT TWO PEOPLE TELL TWO PEOPLE AND SO ON AND SOON
P60018702,2024,"BARBINE, MICHAEL W. MR",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00599910},,,
P60020856,2024,"LYNCH, JOSEPH TIMOTHY",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00846667},,C00846667,JOSEPH TIMOTHY LYNCH
P60021136,2024,"CUMMINGS, DANIEL CLYDE",CONSTITUTION PARTY,Challenger,P,232.87,0.00,232.87,"{C00732057,C00871640}",2024-03-31 00:00:00,C00871640,CUMMINGS FOR PRESIDENT
P60022993,2024,"GILLESPIE, NEIL J.",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00627810},,C00627810,NEIL J. GILLESPIE FOR PRESIDENT
P80000268,2024,"CARTER, WILLIE FELIX",DEMOCRATIC PARTY,Challenger,P,13713.91,13017.93,62.14,{C00202176},2024-12-31 00:00:00,C00202176,WILLIE CARTER FOR PRESIDENT COMMITTEE
P80000722,2024,"BIDEN, JOSEPH R JR",DEMOCRATIC PARTY,Incumbent,P,1187297098.58,1185795517.32,1762056.63,{C00703975},2024-12-31 00:00:00,C00703975,HARRIS FOR PRESIDENT
P80001571,2024,"TRUMP, DONALD J.",REPUBLICAN PARTY,Challenger,P,3852434.85,831532.74,3020902.11,"{C00828541,C00867275}",2024-08-08 00:00:00,C00828541,"NEVER SURRENDER, INC."
P80002975,2024,"IMPERATO, DANIEL J",REPUBLICAN PARTY,Challenger,P,282000.00,24931.37,0.00,{C00842062},2024-02-29 00:00:00,C00842062,IMPERATO FOR PRESIDENT 2024
P80006547,2024,"HORNBUCKLE, WADE AARON",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00867374},,C00867374,WADE A HORNBUCKLE FOR PRESIDENT
P80006612,2024,"FARMS, WILLIAM",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00881722},,C00881722,WILLIAM FARMS EIT
